sapl_id,tipo,numero,ano,conjunto_analise,ancora_adi,A1_dias_pl_lei,A2_urgencia,A3_parecer_plenario,A4_votacao_sem_nominal,A5_unanime,A6_sem_votacao_registrada,A7_dezembro,B1_n_alvos_em_escopo,B2_verbo_supressivo,B3_reincidencia_autor,B4_alvo_mais_emendado,B5_n_alvos,C1_retorica_verde,C2_eufemismo,C3_delegacao_executivo,C4_n_revogacoes,evidencias
9000,Lei ordinária,4564,2019,True,False,157,False,False,True,True,False,False,1,False,0,6,1,True,False,False,0,"{""A1"": ""apresentada 2019-03-19 → norma 2019-08-23"", ""A4"": ""2019-04-16: 20S/0N/0A; 2019-04-16: 17S/0N/0A"", ""A5"": ""2019-04-16: 20S/0N/0A; 2019-04-16: 17S/0N/0A"", ""B1"": ""acrescenta Lei ordinária 3686/2015 [inferido]"", ""B4"": ""alvo mais emendado tem 6 alterações registradas"", ""C1"": ""ementa casa «Ambiental»""}"
9073,Lei ordinária,4589,2019,False,False,8,False,False,True,True,False,False,0,False,38,0,1,True,True,False,0,"{""A1"": ""apresentada 2019-09-10 → norma 2019-09-18"", ""A4"": ""2019-09-10: 20S/0N/0A; 2019-09-10: 17S/0N/0A"", ""A5"": ""2019-09-10: 20S/0N/0A; 2019-09-10: 17S/0N/0A"", ""B3"": ""Poder Executivo assina outras 38 do conjunto"", ""C1"": ""ementa casa «Sustent»"", ""C2"": ""ementa casa «Moderniz»""}"
9119,Lei ordinária,4610,2019,True,False,28,False,True,True,True,False,False,1,True,38,1,1,True,False,False,1,"{""A1"": ""apresentada 2019-09-17 → norma 2019-10-15"", ""A3"": ""nota taquigráfica de 2019-10-08 (parecer em plenário)"", ""A4"": ""2019-10-08: 23S/0N/0A; 2019-10-08: 20S/0N/0A"", ""A5"": ""2019-10-08: 23S/0N/0A; 2019-10-08: 20S/0N/0A"", ""B1"": ""Revoga integralmente Lei ordinária 890/2000 [registrado]"", ""B2"": ""Revoga integralmente → 890/2000"", ""B3"": ""Poder Executivo assina outras 38 do conjunto"", ""B4"": ""alvo mais emendado tem 1 alterações registradas"", ""C1"": ""ementa casa «ambiental»""}"
9120,Lei ordinária,4611,2019,True,False,28,False,True,True,True,False,False,0,False,38,0,0,True,False,False,0,"{""A1"": ""apresentada 2019-09-17 → norma 2019-10-15"", ""A3"": ""nota taquigráfica de 2019-10-08 (parecer em plenário)"", ""A4"": ""2019-10-08: 23S/0N/0A; 2019-10-08: 20S/0N/0A"", ""A5"": ""2019-10-08: 23S/0N/0A; 2019-10-08: 20S/0N/0A"", ""B3"": ""Poder Executivo assina outras 38 do conjunto"", ""C1"": ""ementa casa «Ambiental»""}"
9152,Lei ordinária,4632,2019,True,False,170,False,False,True,True,False,False,0,False,0,0,0,True,False,False,0,"{""A1"": ""apresentada 2019-05-14 → norma 2019-10-31"", ""A4"": ""2019-10-08: 23S/0N/0A; 2019-10-08: 20S/0N/0A"", ""A5"": ""2019-10-08: 23S/0N/0A; 2019-10-08: 20S/0N/0A"", ""C1"": ""ementa casa «meio ambiente»""}"
9161,Lei Complementar,1042,2019,False,True,15,False,True,False,False,False,False,0,False,0,0,2,False,False,True,0,"{""A1"": ""apresentada 2019-10-15 → norma 2019-10-30"", ""A3"": ""nota taquigráfica de 2019-10-22 (parecer em plenário)"", ""A4"": ""2019-10-22: 16S/1N/0A; 2019-10-22: 16S/1N/0A"", ""A5"": ""2019-10-22: 16S/1N/0A; 2019-10-22: 16S/1N/0A"", ""C3"": ""ementa casa «Autoriza o Poder Executivo»""}"
9174,Lei ordinária,4643,2019,True,False,2,False,False,True,True,False,False,0,False,38,0,0,False,False,True,0,"{""A1"": ""apresentada 2019-11-05 → norma 2019-11-07"", ""A4"": ""2019-11-05: 18S/0N/0A; 2019-11-05: 18S/0N/0A"", ""A5"": ""2019-11-05: 18S/0N/0A; 2019-11-05: 18S/0N/0A"", ""B3"": ""Poder Executivo assina outras 38 do conjunto"", ""C3"": ""ementa casa «Autoriza o Poder Executivo»""}"
9209,Lei ordinária,4664,2019,True,False,72,False,True,True,True,False,False,1,False,38,2,1,True,False,False,0,"{""A1"": ""apresentada 2019-09-17 → norma 2019-11-28"", ""A3"": ""nota taquigráfica de 2019-10-08 (parecer em plenário)"", ""A4"": ""2019-11-05: 18S/0N/0A; 2019-11-05: 18S/0N/0A"", ""A5"": ""2019-11-05: 18S/0N/0A; 2019-11-05: 18S/0N/0A"", ""B1"": ""Altera Lei ordinária 3945/2016 [registrado]"", ""B3"": ""Poder Executivo assina outras 38 do conjunto"", ""B4"": ""alvo mais emendado tem 2 alterações registradas"", ""C1"": ""ementa casa «Ambiental»""}"
9215,Lei ordinária,4670,2019,True,False,59,False,True,True,True,False,True,0,False,3,0,0,False,True,False,0,"{""A1"": ""apresentada 2019-10-08 → norma 2019-12-06"", ""A3"": ""nota taquigráfica de 2019-11-12 (parecer em plenário)"", ""A4"": ""2019-11-12: 21S/0N/0A; 2019-11-12: 19S/0N/0A; 2019-11-13: 20S/0N/0A"", ""A5"": ""2019-11-12: 21S/0N/0A; 2019-11-12: 19S/0N/0A; 2019-11-13: 20S/0N/0A"", ""A7"": ""promulgada em 2019-12-06"", ""B3"": ""LAERTE GOMES assina outras 3 do conjunto"", ""C2"": ""ementa casa «simplific»""}"
9301,Lei ordinária,4725,2020,True,False,195,False,False,True,True,False,False,0,False,0,0,0,False,False,False,0,"{""A1"": ""apresentada 2019-09-24 → norma 2020-04-06"", ""A4"": ""2020-03-18: 19S/0N/0A; 2020-03-18: 18S/0N/0A"", ""A5"": ""2020-03-18: 19S/0N/0A; 2020-03-18: 18S/0N/0A""}"
9335,Lei ordinária,4748,2020,False,False,20,False,True,True,True,False,False,0,False,38,0,0,True,False,True,0,"{""A1"": ""apresentada 2020-04-15 → norma 2020-05-05"", ""A3"": ""nota taquigráfica de 2020-04-29 (parecer em plenário)"", ""A4"": ""2020-04-29: 23S/0N/0A; 2020-04-29: 19S/0N/0A"", ""A5"": ""2020-04-29: 23S/0N/0A; 2020-04-29: 19S/0N/0A"", ""B3"": ""Poder Executivo assina outras 38 do conjunto"", ""C1"": ""ementa casa «Proteç»"", ""C3"": ""ementa casa «Autoriza o Poder Executivo»""}"
9466,Lei ordinária,4844,2020,True,False,273,False,False,True,True,False,False,1,False,0,2,1,False,False,False,0,"{""A1"": ""apresentada 2019-12-03 → norma 2020-09-01"", ""A4"": ""2020-07-28: 23S/0N/0A; 2020-07-28: 19S/0N/0A"", ""A5"": ""2020-07-28: 23S/0N/0A; 2020-07-28: 19S/0N/0A"", ""B1"": ""Altera Lei ordinária 2508/2011 [registrado]"", ""B4"": ""alvo mais emendado tem 2 alterações registradas""}"
9528,Lei Complementar,1070,2020,False,False,94,False,True,False,True,False,False,1,True,38,0,6,False,False,False,6,"{""A1"": ""apresentada 2020-08-25 → norma 2020-11-27"", ""A3"": ""nota taquigráfica de 2020-11-24 (parecer em plenário)"", ""A4"": ""2020-11-24: 16S/0N/0A; 2020-11-24: 17S/0N/0A"", ""A5"": ""2020-11-24: 16S/0N/0A; 2020-11-24: 17S/0N/0A"", ""B1"": ""Revoga integralmente Lei ordinária 547/1993 [registrado]"", ""B2"": ""Revoga integralmente → 75/1993; Revoga integralmente → 547/1993; Revoga integralmente → 167/1996; Revoga integralmente → 198/1997; Revoga integralmente → 223/1999; Revoga integralmente → 626/2011"", ""B3"": ""Poder Executivo assina outras 38 do conjunto""}"
9530,Lei ordinária,4887,2020,True,False,105,False,True,True,True,False,False,1,False,3,6,1,True,False,False,0,"{""A1"": ""apresentada 2020-08-11 → norma 2020-11-24"", ""A3"": ""nota taquigráfica de 2020-08-18 (parecer em plenário)"", ""A4"": ""2020-08-18: 22S/0N/0A; 2020-08-18: 16S/0N/0A"", ""A5"": ""2020-08-18: 22S/0N/0A; 2020-08-18: 16S/0N/0A"", ""B1"": ""Altera Lei ordinária 3686/2015 [registrado]"", ""B3"": ""LEBRÃO assina outras 3 do conjunto"", ""B4"": ""alvo mais emendado tem 6 alterações registradas"", ""C1"": ""ementa casa «Ambiental»""}"
9726,Lei Complementar,1089,2021,True,True,240,False,False,False,True,False,False,1,True,38,0,1,True,False,False,1,"{""A1"": ""apresentada 2020-09-22 → norma 2021-05-20"", ""A4"": ""2021-04-20: 17S/0N/0A; 2021-04-20: 18S/0N/0A"", ""A5"": ""2021-04-20: 17S/0N/0A; 2021-04-20: 18S/0N/0A"", ""B1"": ""revoga Lei ordinária 1146/2002 [inferido]"", ""B2"": ""revoga → 1146/2002"", ""B3"": ""Poder Executivo assina outras 38 do conjunto"", ""C1"": ""ementa casa «Sustent»""}"
9854,Lei Complementar,1094,2021,True,True,66,False,True,False,True,False,False,1,True,2,0,1,True,False,False,1,"{""A1"": ""apresentada 2021-05-25 → norma 2021-07-30"", ""A3"": ""nota taquigráfica de 2021-07-06 (parecer em plenário)"", ""A4"": ""2021-07-06: 18S/0N/0A; 2021-07-06: 16S/0N/0A"", ""A5"": ""2021-07-06: 18S/0N/0A; 2021-07-06: 16S/0N/0A"", ""B1"": ""revoga Lei Complementar 1089/2021 [inferido]"", ""B2"": ""revoga → 1089/2021"", ""B3"": ""JEAN OLIVEIRA assina outras 2 do conjunto"", ""C1"": ""ementa casa «Sustent»""}"
9855,Lei Complementar,1095,2021,True,True,66,False,True,False,True,False,False,1,False,3,0,1,True,False,False,0,"{""A1"": ""apresentada 2021-05-25 → norma 2021-07-30"", ""A3"": ""nota taquigráfica de 2021-07-06 (parecer em plenário)"", ""A4"": ""2021-07-06: 19S/0N/0A; 2021-07-06: 15S/0N/0A"", ""A5"": ""2021-07-06: 19S/0N/0A; 2021-07-06: 15S/0N/0A"", ""B1"": ""dá nova redação Lei Complementar 1089/2021 [inferido]"", ""B3"": ""LEBRÃO assina outras 3 do conjunto"", ""C1"": ""ementa casa «Sustent»""}"
9856,Lei Complementar,1096,2021,True,True,59,False,True,False,True,False,False,1,False,0,0,1,True,False,False,0,"{""A1"": ""apresentada 2021-06-01 → norma 2021-07-30"", ""A3"": ""nota taquigráfica de 2021-07-06 (parecer em plenário)"", ""A4"": ""2021-07-06: 17S/0N/0A; 2021-07-06: 18S/0N/0A"", ""A5"": ""2021-07-06: 17S/0N/0A; 2021-07-06: 18S/0N/0A"", ""B1"": ""altera Lei Complementar 1089/2021 [inferido]"", ""C1"": ""ementa casa «Sustent»""}"
10075,Decreto Legislativo,1422,2021,True,False,1,False,True,True,True,False,False,1,True,2,0,1,False,False,False,0,"{""A1"": ""apresentada 2021-10-26 → norma 2021-10-27"", ""A3"": ""nota taquigráfica de 2021-10-26 (parecer em plenário)"", ""A4"": ""2021-10-26: 20S/0N/0A"", ""A5"": ""2021-10-26: 20S/0N/0A"", ""B1"": ""Suspende integralmente Lei ordinária 2027/2009 [registrado]"", ""B2"": ""Suspende integralmente → 2027/2009"", ""B3"": ""Mesa Diretora assina outras 2 do conjunto""}"
10268,Lei ordinária,5225,2021,True,False,7,False,True,False,False,False,True,1,False,38,1,1,True,False,False,0,"{""A1"": ""apresentada 2021-12-15 → norma 2021-12-22"", ""A3"": ""nota taquigráfica de 2021-12-15 (parecer em plenário)"", ""A4"": ""2021-12-15: 17S/0N/1A; 2021-12-15: 15S/0N/1A"", ""A5"": ""2021-12-15: 17S/0N/1A; 2021-12-15: 15S/0N/1A"", ""A7"": ""promulgada em 2021-12-22"", ""B1"": ""Altera Lei ordinária 3943/2016 [registrado]"", ""B3"": ""Poder Executivo assina outras 38 do conjunto"", ""B4"": ""alvo mais emendado tem 1 alterações registradas"", ""C1"": ""ementa casa «Proteç»""}"
10363,Lei ordinária,5267,2022,True,False,519,False,False,True,True,False,False,0,False,0,0,0,True,False,False,0,"{""A1"": ""apresentada 2020-08-11 → norma 2022-01-12"", ""A4"": ""2021-12-14: 23S/0N/0A; 2021-12-14: 19S/0N/0A"", ""A5"": ""2021-12-14: 23S/0N/0A; 2021-12-14: 19S/0N/0A"", ""C1"": ""ementa casa «ambiental»""}"
10377,Lei ordinária,5281,2022,True,False,155,False,True,True,True,False,False,0,False,0,0,0,False,False,False,0,"{""A1"": ""apresentada 2021-08-10 → norma 2022-01-12"", ""A3"": ""nota taquigráfica de 2021-12-14 (parecer em plenário)"", ""A4"": ""2021-12-14: 23S/0N/0A; 2021-12-14: 19S/0N/0A"", ""A5"": ""2021-12-14: 23S/0N/0A; 2021-12-14: 19S/0N/0A""}"
10470,Lei ordinária,5318,2022,True,True,153,False,True,True,True,False,False,0,False,0,0,0,False,False,False,0,"{""A1"": ""apresentada 2021-10-26 → norma 2022-03-28"", ""A3"": ""nota taquigráfica de 2021-11-22 (parecer em plenário)"", ""A4"": ""2021-11-22: 22S/0N/0A; 2021-11-22: 20S/0N/0A"", ""A5"": ""2021-11-22: 22S/0N/0A; 2021-11-22: 20S/0N/0A""}"
10545,Lei Complementar,1148,2022,True,False,2,False,True,False,False,False,False,0,False,38,0,0,True,False,False,0,"{""A1"": ""apresentada 2022-03-30 → norma 2022-04-01"", ""A3"": ""nota taquigráfica de 2022-03-30 (parecer em plenário)"", ""A4"": ""2022-03-30: 15S/0N/1A; 2022-03-31: 20S/0N/1A"", ""A5"": ""2022-03-30: 15S/0N/1A; 2022-03-31: 20S/0N/1A"", ""B3"": ""Poder Executivo assina outras 38 do conjunto"", ""C1"": ""ementa casa «Ambiental»""}"
10741,Emenda Constitucional,151,2022,False,True,1,False,True,False,False,False,False,0,False,3,0,0,False,False,False,0,"{""A1"": ""apresentada 2022-05-17 → norma 2022-05-18"", ""A3"": ""nota taquigráfica de 2022-05-17 (parecer em plenário)"", ""A4"": ""2022-05-17: 15S/1N/1A; 2022-05-17: 16S/0N/1A"", ""A5"": ""2022-05-17: 15S/1N/1A; 2022-05-17: 16S/0N/1A"", ""B3"": ""ALEX REDANO assina outras 3 do conjunto""}"
10919,Lei ordinária,5392,2022,True,False,413,False,False,True,True,False,False,0,False,1,0,0,False,False,False,0,"{""A1"": ""apresentada 2021-05-25 → norma 2022-07-12"", ""A4"": ""2022-06-14: 22S/0N/0A; 2022-06-14: 20S/0N/0A"", ""A5"": ""2022-06-14: 22S/0N/0A; 2022-06-14: 20S/0N/0A"", ""B3"": ""JHONY PAIXÃO assina outras 1 do conjunto""}"
10940,Lei ordinária,5412,2022,False,False,3,False,False,True,True,False,False,0,False,38,0,1,False,False,False,0,"{""A1"": ""apresentada 2022-08-16 → norma 2022-08-19"", ""A4"": ""2022-08-16: 21S/0N/0A; 2022-08-16: 17S/0N/0A"", ""A5"": ""2022-08-16: 21S/0N/0A; 2022-08-16: 17S/0N/0A"", ""B3"": ""Poder Executivo assina outras 38 do conjunto""}"
10960,Lei ordinária,5429,2022,True,False,188,False,True,True,True,False,False,0,False,0,0,0,True,False,False,0,"{""A1"": ""apresentada 2022-03-22 → norma 2022-09-26"", ""A3"": ""nota taquigráfica de 2022-06-28 (parecer em plenário)"", ""A4"": ""2022-06-28: 21S/0N/0A; 2022-06-28: 18S/0N/0A"", ""A5"": ""2022-06-28: 21S/0N/0A; 2022-06-28: 18S/0N/0A"", ""C1"": ""ementa casa «ambiental»""}"
11199,Lei ordinária,5489,2022,True,False,49,False,True,True,False,False,True,1,False,3,6,1,True,False,False,0,"{""A1"": ""apresentada 2022-11-01 → norma 2022-12-20"", ""A3"": ""nota taquigráfica de 2022-11-01 (parecer em plenário)"", ""A4"": ""2022-11-01: 18S/0N/1A; 2022-11-01: 18S/0N/1A"", ""A5"": ""2022-11-01: 18S/0N/1A; 2022-11-01: 18S/0N/1A"", ""A7"": ""promulgada em 2022-12-20"", ""B1"": ""acrescenta Lei ordinária 3686/2015 [inferido]"", ""B3"": ""LEBRÃO assina outras 3 do conjunto"", ""B4"": ""alvo mais emendado tem 6 alterações registradas"", ""C1"": ""ementa casa «Ambiental»""}"
11221,Lei ordinária,5510,2022,True,False,22,False,True,True,False,False,True,1,False,3,6,1,True,False,False,0,"{""A1"": ""apresentada 2022-11-29 → norma 2022-12-21"", ""A3"": ""nota taquigráfica de 2022-11-29 (parecer em plenário)"", ""A4"": ""2022-11-29: 16S/0N/1A"", ""A5"": ""2022-11-29: 16S/0N/1A"", ""A7"": ""promulgada em 2022-12-21"", ""B1"": ""Altera Lei ordinária 3686/2015 [registrado]"", ""B3"": ""ALEX REDANO assina outras 3 do conjunto"", ""B4"": ""alvo mais emendado tem 6 alterações registradas"", ""C1"": ""ementa casa «Ambiental»""}"
11263,Decreto Legislativo,2104,2023,True,False,85,False,True,False,False,True,False,1,True,2,0,1,True,False,False,0,"{""A1"": ""apresentada 2022-10-25 → norma 2023-01-18"", ""A3"": ""nota taquigráfica de 2023-01-17 (parecer em plenário)"", ""B1"": ""Suspende integralmente Lei ordinária 4564/2019 [registrado]"", ""B2"": ""Suspende integralmente → 4564/2019"", ""B3"": ""Mesa Diretora assina outras 2 do conjunto"", ""C1"": ""ementa casa «Ambiental»""}"
11508,Lei ordinária,5567,2023,True,False,569,False,False,False,False,True,False,1,True,38,1,1,False,False,False,1,"{""A1"": ""apresentada 2021-11-30 → norma 2023-06-22"", ""B1"": ""Revoga integralmente Lei ordinária 1841/2007 [registrado]"", ""B2"": ""Revoga integralmente → 1841/2007"", ""B3"": ""Poder Executivo assina outras 38 do conjunto"", ""B4"": ""alvo mais emendado tem 1 alterações registradas""}"
11510,Lei Complementar,1193,2023,True,False,28,False,False,False,False,True,False,0,False,3,0,0,True,False,False,0,"{""A1"": ""apresentada 2023-05-25 → norma 2023-06-22"", ""B3"": ""LAERTE GOMES assina outras 3 do conjunto"", ""C1"": ""ementa casa «Ambiental»""}"
11607,Lei ordinária,5594,2023,True,False,143,False,False,True,True,False,False,1,False,2,6,1,False,False,False,0,"{""A1"": ""apresentada 2023-03-21 → norma 2023-08-11"", ""A4"": ""2023-06-06: 18S/0N/0A; 2023-06-06: 17S/0N/0A"", ""A5"": ""2023-06-06: 18S/0N/0A; 2023-06-06: 17S/0N/0A"", ""B1"": ""acrescenta Lei ordinária 3686/2015 [inferido]"", ""B3"": ""PEDRO FERNANDES assina outras 2 do conjunto"", ""B4"": ""alvo mais emendado tem 6 alterações registradas""}"
11637,Lei ordinária,5611,2023,True,False,70,False,True,True,True,False,False,1,False,1,6,1,True,False,False,0,"{""A1"": ""apresentada 2023-06-27 → norma 2023-09-05"", ""A3"": ""nota taquigráfica de 2023-06-27 (parecer em plenário)"", ""A4"": ""2023-06-27: 22S/0N/0A; 2023-06-27: 16S/0N/0A"", ""A5"": ""2023-06-27: 22S/0N/0A; 2023-06-27: 16S/0N/0A"", ""B1"": ""altera Lei ordinária 3686/2015 [inferido]"", ""B3"": ""DELEGADO LUCAS assina outras 1 do conjunto"", ""B4"": ""alvo mais emendado tem 6 alterações registradas"", ""C1"": ""ementa casa «Ambiental»""}"
11664,Lei ordinária,5623,2023,True,False,206,False,True,True,True,False,False,0,False,0,0,0,False,False,False,0,"{""A1"": ""apresentada 2023-02-28 → norma 2023-09-22"", ""A3"": ""nota taquigráfica de 2023-08-29 (parecer em plenário)"", ""A4"": ""2023-08-29: 19S/0N/0A"", ""A5"": ""2023-08-29: 19S/0N/0A""}"
11716,Lei Complementar,1200,2023,False,False,17,False,False,False,False,False,False,0,False,38,0,0,False,False,False,0,"{""A1"": ""apresentada 2023-09-26 → norma 2023-10-13"", ""A4"": ""2023-10-10: 18S/0N/3A"", ""A5"": ""2023-10-10: 18S/0N/3A"", ""B3"": ""Poder Executivo assina outras 38 do conjunto""}"
11891,Lei ordinária,5698,2023,True,False,104,False,True,False,False,True,True,0,False,38,0,0,True,False,True,0,"{""A1"": ""apresentada 2023-09-05 → norma 2023-12-18"", ""A3"": ""nota taquigráfica de 2023-12-12 (parecer em plenário)"", ""A7"": ""promulgada em 2023-12-18"", ""B3"": ""Poder Executivo assina outras 38 do conjunto"", ""C1"": ""ementa casa «recupera»"", ""C3"": ""ementa casa «Autoriza o Poder Executivo»""}"
11970,Lei Complementar,1220,2024,False,False,272,False,True,False,True,False,False,0,True,38,0,14,False,False,False,7,"{""A1"": ""apresentada 2023-06-27 → norma 2024-03-25"", ""A3"": ""nota taquigráfica de 2024-03-19 (parecer em plenário)"", ""A4"": ""2024-03-19: 13S/0N/0A"", ""A5"": ""2024-03-19: 13S/0N/0A"", ""B2"": ""Revoga parcialmente → 468/2008; Revoga parcialmente → 622/2011; Revoga parcialmente → 741/2013; Revoga parcialmente → 828/2015; Revoga parcialmente → 846/2015; Revoga integralmente → 1008/2018"", ""B3"": ""Poder Executivo assina outras 38 do conjunto""}"
12004,Lei ordinária,5762,2024,True,False,330,False,False,True,True,False,False,0,False,0,0,0,False,False,False,0,"{""A1"": ""apresentada 2023-05-25 → norma 2024-04-19"", ""A4"": ""2024-03-26: 23S/0N/0A"", ""A5"": ""2024-03-26: 23S/0N/0A""}"
12192,Lei ordinária,5838,2024,True,False,152,False,True,True,True,False,False,1,False,2,6,1,True,False,False,0,"{""A1"": ""apresentada 2024-02-28 → norma 2024-07-29"", ""A3"": ""nota taquigráfica de 2024-07-18 (parecer em plenário)"", ""A4"": ""2024-03-12: 22S/0N/0A"", ""A5"": ""2024-03-12: 22S/0N/0A"", ""B1"": ""Altera Lei ordinária 3686/2015 [registrado]"", ""B3"": ""PEDRO FERNANDES assina outras 2 do conjunto"", ""B4"": ""alvo mais emendado tem 6 alterações registradas"", ""C1"": ""ementa casa «Ambiental»""}"
12259,Lei ordinária,5883,2024,True,False,28,False,True,False,False,True,False,0,False,2,0,0,True,False,False,0,"{""A1"": ""apresentada 2024-09-03 → norma 2024-10-01"", ""A3"": ""nota taquigráfica de 2024-09-03 (parecer em plenário)"", ""B3"": ""JEAN OLIVEIRA assina outras 2 do conjunto"", ""C1"": ""ementa casa «queimad»""}"
12479,Lei ordinária,5983,2025,True,False,87,False,True,True,True,False,False,1,True,12,0,1,True,False,False,1,"{""A1"": ""apresentada 2024-11-05 → norma 2025-01-31"", ""A3"": ""nota taquigráfica de 2024-11-05 (parecer em plenário)"", ""A4"": ""2024-11-05: 14S/0N/0A"", ""A5"": ""2024-11-05: 14S/0N/0A"", ""B1"": ""revoga Lei ordinária 5883/2024 [inferido]"", ""B2"": ""revoga → 5883/2024"", ""B3"": ""Coletiva assina outras 12 do conjunto"", ""C1"": ""ementa casa «queimad»""}"
12580,Resolução,626,2025,True,False,6,False,True,True,True,False,False,0,False,2,0,0,True,False,False,0,"{""A1"": ""apresentada 2025-04-15 → norma 2025-04-21"", ""A3"": ""nota taquigráfica de 2025-04-16 (parecer em plenário)"", ""A4"": ""2025-04-16: 21S/0N/0A"", ""A5"": ""2025-04-16: 21S/0N/0A"", ""B3"": ""Mesa Diretora assina outras 2 do conjunto"", ""C1"": ""ementa casa «conservaç»""}"
12792,Lei Complementar,1287,2025,True,False,35,False,True,False,True,False,False,0,False,0,0,0,True,False,False,0,"{""A1"": ""apresentada 2025-05-20 → norma 2025-06-24"", ""A3"": ""nota taquigráfica de 2025-05-29 (parecer em plenário)"", ""A4"": ""2025-05-29: 23S/0N/0A"", ""A5"": ""2025-05-29: 23S/0N/0A"", ""C1"": ""ementa casa «Ambiental»""}"
12891,Lei ordinária,6094,2025,True,False,83,False,True,True,True,False,False,1,False,0,2,1,True,False,False,0,"{""A1"": ""apresentada 2025-05-20 → norma 2025-08-11"", ""A3"": ""nota taquigráfica de 2025-05-29 (parecer em plenário)"", ""A4"": ""2025-05-29: 24S/0N/0A"", ""A5"": ""2025-05-29: 24S/0N/0A"", ""B1"": ""Altera Lei ordinária 3945/2016 [registrado]"", ""B4"": ""alvo mais emendado tem 2 alterações registradas"", ""C1"": ""ementa casa «Ambiental»""}"
13307,Lei ordinária,6258,2025,True,False,750,False,False,True,True,False,False,0,False,0,0,0,False,False,False,0,"{""A1"": ""apresentada 2023-10-31 → norma 2025-11-19"", ""A4"": ""2025-10-28: 21S/0N/0A"", ""A5"": ""2025-10-28: 21S/0N/0A""}"
13318,Lei ordinária,6269,2025,False,False,97,False,True,True,True,False,False,0,False,0,0,0,True,False,False,0,"{""A1"": ""apresentada 2025-08-19 → norma 2025-11-24"", ""A3"": ""nota taquigráfica de 2025-11-05 (parecer em plenário)"", ""A4"": ""2025-11-05: 20S/0N/0A"", ""A5"": ""2025-11-05: 20S/0N/0A"", ""C1"": ""ementa casa «Preserv»""}"
13397,Decreto Legislativo,2899,2025,True,False,7,False,False,True,True,False,False,0,False,3,0,0,True,False,False,0,"{""A1"": ""apresentada 2025-09-02 → norma 2025-09-09"", ""A4"": ""2025-09-09: 23S/0N/0A"", ""A5"": ""2025-09-09: 23S/0N/0A"", ""B3"": ""ALEX REDANO assina outras 3 do conjunto"", ""C1"": ""ementa casa «Conservaç»""}"
13405,Lei Complementar,1318,2026,True,False,0,False,False,False,False,True,False,0,False,0,0,0,False,False,False,0,"{""A1"": ""apresentada 2026-02-09 → norma 2026-02-09""}"
