origem,fonte_sapl,fonte_tipo,fonte_num,fonte_ano,fonte_data,tipo_cod,tipo_sigla,relacao,alvo_kind,alvo_sapl,alvo_tipo,alvo_num,alvo_ano,alvo_data,sentido,fonte_na_selecao,alvo_na_selecao,fonte_escopo,fonte_janela,alvo_escopo,alvo_janela,fonte_pdf_url,alvo_pdf_url,fonte_texto_ok,alvo_texto_ok,normalizacao,revisar
registrado,9073,Lei ordinária,4589,2019,2019-09-18,,,originada de (PL),materia,18089,Matéria (PL),249,2019,,norma→matéria,True,,PROVAVEL,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2019/9073/l_4589.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2019/18089/pl_249-19.pdf,True,False,,False
registrado,9119,Lei ordinária,4610,2019,2019-10-15,2,,Revoga integralmente,norma,1413,Lei ordinária,890,2000,2000-04-24,fonte→alvo,True,False,ESCOPO,analise,ESCOPO,contexto,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2019/9119/l_4610.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2000/1413/1413_texto_integral.pdf,True,True,,False
registrado,9119,Lei ordinária,4610,2019,2019-10-15,,,originada de (PL),materia,18242,Matéria (PL),253,2019,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2019/9119/l_4610.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2019/18242/pl_253-19.pdf,True,False,,False
registrado,9120,Lei ordinária,4611,2019,2019-10-15,,,originada de (PL),materia,18241,Matéria (PL),252,2019,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2019/9120/l_4611.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2019/18241/pl_252-19.pdf,True,False,,False
registrado,9161,Lei Complementar,1042,2019,2019-10-30,1,,Altera,norma,5381,Lei Complementar,622,2011,2011-07-11,fonte→alvo,True,False,SEM_SINAL,analise,FORA,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2019/9161/doc00102520191111112558.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2011/5381/5381_texto_integral.pdf,True,True,,False
registrado,9161,Lei Complementar,1042,2019,2019-10-30,1,,Altera,norma,6152,Lei Complementar,701,2013,2013-03-05,fonte→alvo,True,False,SEM_SINAL,analise,SEM_SINAL,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2019/9161/doc00102520191111112558.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2013/6152/6152_texto_integral.pdf,True,True,,False
registrado,9161,Lei Complementar,1042,2019,2019-10-30,,,originada de (PL),materia,18808,Matéria (PL),42,2019,,norma→matéria,True,,SEM_SINAL,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2019/9161/doc00102520191111112558.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2019/18808/plc_042.pdf,True,False,,False
registrado,9335,Lei ordinária,4748,2020,2020-05-05,,,originada de (PL),materia,20227,Matéria (PL),531,2020,,norma→matéria,True,,REVISAR,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2020/9335/l4748.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2020/20227/msg_61_-_pl_531-20.pdf,True,False,,False
registrado,9530,Lei ordinária,4887,2020,2020-11-24,1,,Altera,norma,7303,Lei ordinária,3686,2015,2015-12-08,fonte→alvo,False,True,ESCOPO,analise,ESCOPO,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2020/9530/l_4887.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2015/7303/7303_texto_integral.pdf,True,False,,False
registrado,9530,Lei ordinária,4887,2020,2020-11-24,,,originada de (PL),materia,21461,Matéria (PL),772,2020,,norma→matéria,False,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2020/9530/l_4887.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2020/21461/pl_772.pdf,True,False,,False
registrado,9528,Lei Complementar,1070,2020,2020-11-27,2,,Revoga integralmente,norma,208,Lei Complementar,75,1993,1993-04-12,fonte→alvo,True,False,SEM_SINAL,analise,SEM_SINAL,contexto,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2020/9528/lc1070.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/1993/208/208_texto_integral.pdf,True,True,,False
registrado,9528,Lei Complementar,1070,2020,2020-11-27,2,,Revoga integralmente,norma,1070,Lei ordinária,547,1993,1993-12-30,fonte→alvo,True,False,SEM_SINAL,analise,ESCOPO,contexto,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2020/9528/lc1070.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/1993/1070/1070_texto_integral.pdf,True,True,,False
registrado,9528,Lei Complementar,1070,2020,2020-11-27,2,,Revoga integralmente,norma,300,Lei Complementar,167,1996,1996-12-27,fonte→alvo,True,False,SEM_SINAL,analise,SEM_SINAL,contexto,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2020/9528/lc1070.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/1996/300/300_texto_integral.pdf,True,True,,False
registrado,9528,Lei Complementar,1070,2020,2020-11-27,2,,Revoga integralmente,norma,331,Lei Complementar,198,1997,1997-12-29,fonte→alvo,True,False,SEM_SINAL,analise,SEM_SINAL,contexto,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2020/9528/lc1070.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/1997/331/331_texto_integral.pdf,True,True,,False
registrado,9528,Lei Complementar,1070,2020,2020-11-27,2,,Revoga integralmente,norma,356,Lei Complementar,223,1999,1999-12-28,fonte→alvo,True,False,SEM_SINAL,analise,SEM_SINAL,contexto,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2020/9528/lc1070.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/1999/356/356_texto_integral.pdf,True,True,,False
registrado,9528,Lei Complementar,1070,2020,2020-11-27,2,,Revoga integralmente,norma,5391,Lei Complementar,626,2011,2011-07-26,fonte→alvo,True,False,SEM_SINAL,analise,SEM_SINAL,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2020/9528/lc1070.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2011/5391/5391_texto_integral.pdf,True,True,,False
registrado,9528,Lei Complementar,1070,2020,2020-11-27,,,originada de (PL),materia,21850,Matéria (PL),78,2020,,norma→matéria,True,,SEM_SINAL,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2020/9528/lc1070.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2020/21850/msg_188_-_plc_078.pdf,True,False,,False
registrado,9613,Lei Complementar,1078,2020,2020-12-22,,,originada de (PL),materia,23144,Matéria (PL),94,2020,,norma→matéria,False,,SEM_SINAL,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2020/9613/lc1078.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2020/23144/msg_273_-_plc_94.pdf,True,False,,False
registrado,9726,Lei Complementar,1089,2021,2021-05-20,,,originada de (PL),materia,22364,Matéria (PL),80,2020,,norma→matéria,False,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2021/9726/lc1089.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2020/22364/msg_204_-_plc_080.pdf,True,False,,False
inferido,9854,Lei Complementar,1094,2021,2021-07-30,,,modifica (INFERIDO: verbo 'revoga'),norma,9726,Lei Complementar,1089,2021,2021-05-20,fonte→alvo,True,False,ESCOPO,analise,ESCOPO,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2021/9854/lc_1.094.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2021/9726/lc1089.pdf,True,True,citação na ementa; vínculo NÃO registrado no SAPL,False
registrado,9854,Lei Complementar,1094,2021,2021-07-30,,,originada de (PL),materia,24814,Matéria (PL),104,2021,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2021/9854/lc_1.094.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2021/24814/plc_104-21.pdf,True,False,,False
inferido,9856,Lei Complementar,1096,2021,2021-07-30,,,modifica (INFERIDO: verbo 'altera'),norma,9726,Lei Complementar,1089,2021,2021-05-20,fonte→alvo,True,False,ESCOPO,analise,ESCOPO,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2021/9856/lc_1.096.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2021/9726/lc1089.pdf,True,True,citação na ementa; vínculo NÃO registrado no SAPL,False
registrado,9856,Lei Complementar,1096,2021,2021-07-30,,,originada de (PL),materia,24966,Matéria (PL),106,2021,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2021/9856/lc_1.096.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2021/24966/plc_106-21.pdf,True,False,,False
registrado,10075,Decreto Legislativo,1422,2021,2021-10-27,11,,Suspende integralmente,norma,4356,Lei ordinária,2027,2009,2009-01-19,suspensor→suspenso,True,False,ESCOPO,analise,ESCOPO,contexto,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2021/10075/dl_1.422-21.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2009/4356/4356_texto_integral.pdf,True,True,DL=suspensor (direção invertida no SAPL),True
inferido,10075,Decreto Legislativo,1422,2021,2021-10-27,,,modifica (INFERIDO: verbo 'suspende'),norma,4356,Lei ordinária,2027,2009,2009-01-19,fonte→alvo,True,False,ESCOPO,analise,ESCOPO,contexto,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2021/10075/dl_1.422-21.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2009/4356/4356_texto_integral.pdf,True,True,citação na ementa; vínculo NÃO registrado no SAPL,False
registrado,10075,Decreto Legislativo,1422,2021,2021-10-27,,,originada de (PL),materia,26736,Matéria (PL),431,2021,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2021/10075/dl_1.422-21.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2021/26736/pdl_431-21.pdf,True,False,,False
registrado,10268,Lei ordinária,5225,2021,2021-12-22,1,,Altera,norma,7758,Lei ordinária,3943,2016,2016-12-12,fonte→alvo,True,False,ESCOPO,analise,ESCOPO,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2021/10268/l5225.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2016/7758/7758_texto_integral.pdf,True,True,,False
registrado,10268,Lei ordinária,5225,2021,2021-12-22,,,originada de (PL),materia,27394,Matéria (PL),137,2021,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2021/10268/l5225.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2021/27394/plc_137-21.pdf,True,False,,False
registrado,10376,Lei ordinária,5280,2022,2022-01-12,,,originada de (PL),materia,27341,Matéria (PL),1505,2021,,norma→matéria,False,,PROVAVEL,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2022/10376/l5280.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2021/27341/pl_1505-21.pdf,True,False,,False
registrado,10741,Emenda Constitucional,151,2022,2022-05-18,,,originada de (PL),materia,29012,Matéria (PL),28,2022,,norma→matéria,True,,SEM_SINAL,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2022/10741/ec_151-22.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2022/29012/pec_028-22.pdf,True,False,,False
registrado,10940,Lei ordinária,5412,2022,2022-08-19,1,,Altera,norma,10376,Lei ordinária,5280,2022,2022-01-12,fonte→alvo,True,False,SEM_SINAL,analise,PROVAVEL,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2022/10940/l5412.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2022/10376/l5280.pdf,True,True,,False
registrado,10940,Lei ordinária,5412,2022,2022-08-19,,,originada de (PL),materia,30244,Matéria (PL),1653,2022,,norma→matéria,True,,SEM_SINAL,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2022/10940/l5412.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2022/30244/pl_1653-22.pdf,True,False,,False
inferido,11199,Lei ordinária,5489,2022,2022-12-20,,,modifica (INFERIDO: verbo 'acrescenta'),norma,7303,Lei ordinária,3686,2015,2015-12-08,fonte→alvo,True,True,ESCOPO,analise,ESCOPO,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2022/11199/l_5489-22.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2015/7303/7303_texto_integral.pdf,True,False,citação na ementa; vínculo NÃO registrado no SAPL,False
registrado,11199,Lei ordinária,5489,2022,2022-12-20,,,originada de (PL),materia,30625,Matéria (PL),1719,2022,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2022/11199/l_5489-22.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2022/30625/pl_1719-22.pdf,True,False,,False
registrado,11221,Lei ordinária,5510,2022,2022-12-21,1,,Altera,norma,7303,Lei ordinária,3686,2015,2015-12-08,fonte→alvo,True,True,ESCOPO,analise,ESCOPO,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2022/11221/l5510.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2015/7303/7303_texto_integral.pdf,True,False,,False
registrado,11221,Lei ordinária,5510,2022,2022-12-21,,,originada de (PL),materia,30805,Matéria (PL),1728,2022,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2022/11221/l5510.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2022/30805/pl_1728-22.pdf,True,False,,False
registrado,11263,Decreto Legislativo,2104,2023,2023-01-18,11,,Suspende integralmente,norma,9000,Lei ordinária,4564,2019,2019-08-23,suspensor→suspenso,True,False,ESCOPO,analise,ESCOPO,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2023/11263/dl_2104-23.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2019/9000/l_4564.pdf,True,True,DL=suspensor (direção invertida no SAPL),True
inferido,11263,Decreto Legislativo,2104,2023,2023-01-18,,,modifica (INFERIDO: verbo 'suspende'),norma,9000,Lei ordinária,4564,2019,2019-08-23,fonte→alvo,True,False,ESCOPO,analise,ESCOPO,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2023/11263/dl_2104-23.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2019/9000/l_4564.pdf,True,True,citação na ementa; vínculo NÃO registrado no SAPL,False
registrado,11263,Decreto Legislativo,2104,2023,2023-01-18,,,originada de (PL),materia,30614,Matéria (PL),912,2022,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2023/11263/dl_2104-23.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2022/30614/pdl_912-22..pdf,True,False,,False
registrado,11508,Lei ordinária,5567,2023,2023-06-22,2,,Revoga integralmente,norma,3868,Lei ordinária,1841,2007,2007-12-28,fonte→alvo,True,False,ESCOPO,analise,ESCOPO,contexto,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2023/11508/l5567.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2007/3868/3868_texto_integral.pdf,True,True,,False
registrado,11508,Lei ordinária,5567,2023,2023-06-22,,,originada de (PL),materia,27264,Matéria (PL),1487,2021,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2023/11508/l5567.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2021/27264/pl_1487-21.pdf,True,False,,False
registrado,11510,Lei Complementar,1193,2023,2023-06-22,,,originada de (PL),materia,32446,Matéria (PL),22,2023,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2023/11510/lc1193.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2023/32446/plc_22-23.pdf,True,False,,False
inferido,11607,Lei ordinária,5594,2023,2023-08-11,,,modifica (INFERIDO: verbo 'acrescenta'),norma,7303,Lei ordinária,3686,2015,2015-12-08,fonte→alvo,False,True,ESCOPO,analise,ESCOPO,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2023/11607/lei_5594-23.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2015/7303/7303_texto_integral.pdf,True,False,citação na ementa; vínculo NÃO registrado no SAPL,False
registrado,11607,Lei ordinária,5594,2023,2023-08-11,,,originada de (PL),materia,31592,Matéria (PL),30,2023,,norma→matéria,False,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2023/11607/lei_5594-23.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2023/31592/pl_30-23.pdf,True,False,,False
inferido,11637,Lei ordinária,5611,2023,2023-09-05,,,modifica (INFERIDO: verbo 'altera'),norma,7303,Lei ordinária,3686,2015,2015-12-08,fonte→alvo,True,True,ESCOPO,analise,ESCOPO,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2023/11637/l_5611-23.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2015/7303/7303_texto_integral.pdf,True,False,citação na ementa; vínculo NÃO registrado no SAPL,False
registrado,11637,Lei ordinária,5611,2023,2023-09-05,,,originada de (PL),materia,32990,Matéria (PL),106,2023,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2023/11637/l_5611-23.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2023/32990/pl_106-23.pdf,True,False,,False
registrado,11716,Lei Complementar,1200,2023,2023-10-13,,,originada de (PL),materia,34149,Matéria (PL),35,2023,,norma→matéria,True,,SEM_SINAL,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2023/11716/lc1200.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2023/34149/plc_35-23.pdf,True,False,,False
inferido,11905,Lei Complementar,1212,2023,2023-12-20,,,modifica (INFERIDO: verbo 'revoga'),norma,388,Lei Complementar,255,2002,2002-01-05,fonte→alvo,False,True,SEM_SINAL,analise,ESCOPO,contexto,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2023/11905/lc1212.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2002/388/388_texto_integral.pdf,True,True,citação na ementa; vínculo NÃO registrado no SAPL,False
registrado,11905,Lei Complementar,1212,2023,2023-12-20,,,originada de (PL),materia,26716,Matéria (PL),118,2021,,norma→matéria,False,,SEM_SINAL,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2023/11905/lc1212.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2021/26716/plc_118-21.pdf,True,False,,False
registrado,11970,Lei Complementar,1220,2024,2024-03-25,3,,Revoga parcialmente,norma,4227,Lei Complementar,468,2008,2008-07-21,fonte→alvo,True,False,SEM_SINAL,analise,SEM_SINAL,contexto,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2024/11970/lc1220.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2008/4227/4227_texto_integral.pdf,True,True,,False
registrado,11970,Lei Complementar,1220,2024,2024-03-25,3,,Revoga parcialmente,norma,5381,Lei Complementar,622,2011,2011-07-11,fonte→alvo,True,False,SEM_SINAL,analise,FORA,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2024/11970/lc1220.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2011/5381/5381_texto_integral.pdf,True,True,,False
registrado,11970,Lei Complementar,1220,2024,2024-03-25,1,,Altera,norma,5384,Lei ordinária,2528,2011,2011-07-25,fonte→alvo,True,False,SEM_SINAL,analise,SEM_SINAL,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2024/11970/lc1220.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2011/5384/5384_texto_integral.pdf,True,True,,False
registrado,11970,Lei Complementar,1220,2024,2024-03-25,1,,Altera,norma,5726,Lei ordinária,2747,2012,2012-05-18,fonte→alvo,True,False,SEM_SINAL,analise,SEM_SINAL,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2024/11970/lc1220.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2012/5726/5726_texto_integral.pdf,True,True,,False
registrado,11970,Lei Complementar,1220,2024,2024-03-25,1,,Altera,norma,5725,Lei ordinária,2746,2012,2012-05-18,fonte→alvo,True,False,SEM_SINAL,analise,SEM_SINAL,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2024/11970/lc1220.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2012/5725/5725_texto_integral.pdf,True,True,,False
registrado,11970,Lei Complementar,1220,2024,2024-03-25,1,,Altera,norma,5724,Lei ordinária,2745,2012,2012-05-18,fonte→alvo,True,False,SEM_SINAL,analise,SEM_SINAL,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2024/11970/lc1220.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2012/5724/5724_texto_integral.pdf,True,True,,False
registrado,11970,Lei Complementar,1220,2024,2024-03-25,1,,Altera,norma,6330,Lei ordinária,3122,2013,2013-07-01,fonte→alvo,True,False,SEM_SINAL,analise,FORA,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2024/11970/lc1220.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2013/6330/6330_texto_integral.pdf,True,False,,False
registrado,11970,Lei Complementar,1220,2024,2024-03-25,3,,Revoga parcialmente,norma,6544,Lei Complementar,741,2013,2013-11-21,fonte→alvo,True,False,SEM_SINAL,analise,SEM_SINAL,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2024/11970/lc1220.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2013/6544/6544_texto_integral.pdf,True,True,,False
registrado,11970,Lei Complementar,1220,2024,2024-03-25,1,,Altera,norma,6768,Lei Complementar,775,2014,2014-06-02,fonte→alvo,True,False,SEM_SINAL,analise,SEM_SINAL,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2024/11970/lc1220.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2014/6768/6768_texto_integral.pdf,True,True,,False
registrado,11970,Lei Complementar,1220,2024,2024-03-25,3,,Revoga parcialmente,norma,7127,Lei Complementar,828,2015,2015-07-15,fonte→alvo,True,False,SEM_SINAL,analise,SEM_SINAL,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2024/11970/lc1220.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2015/7127/7127_texto_integral.pdf,True,True,,False
registrado,11970,Lei Complementar,1220,2024,2024-03-25,3,,Revoga parcialmente,norma,7294,Lei Complementar,846,2015,2015-12-08,fonte→alvo,True,False,SEM_SINAL,analise,SEM_SINAL,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2024/11970/lc1220.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2015/7294/7294_texto_integral.pdf,True,True,,False
registrado,11970,Lei Complementar,1220,2024,2024-03-25,1,,Altera,norma,8225,Lei Complementar,965,2017,2017-12-20,fonte→alvo,True,False,SEM_SINAL,analise,SEM_SINAL,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2024/11970/lc1220.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2017/8225/8225_texto_integral.pdf,True,False,,False
registrado,11970,Lei Complementar,1220,2024,2024-03-25,2,,Revoga integralmente,norma,8780,Lei Complementar,1008,2018,2018-12-21,fonte→alvo,True,False,SEM_SINAL,analise,SEM_SINAL,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2024/11970/lc1220.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8780/lc1008.pdf,True,True,,False
registrado,11970,Lei Complementar,1220,2024,2024-03-25,2,,Revoga integralmente,norma,9613,Lei Complementar,1078,2020,2020-12-22,fonte→alvo,True,False,SEM_SINAL,analise,SEM_SINAL,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2024/11970/lc1220.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2020/9613/lc1078.pdf,True,True,,False
registrado,11970,Lei Complementar,1220,2024,2024-03-25,,,originada de (PL),materia,32984,Matéria (PL),26,2023,,norma→matéria,True,,SEM_SINAL,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2024/11970/lc1220.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2023/32984/plc_26-23_..pdf,True,False,,False
registrado,12192,Lei ordinária,5838,2024,2024-07-29,1,,Altera,norma,7303,Lei ordinária,3686,2015,2015-12-08,fonte→alvo,True,True,ESCOPO,analise,ESCOPO,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2024/12192/l5838.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2015/7303/7303_texto_integral.pdf,True,False,,False
registrado,12192,Lei ordinária,5838,2024,2024-07-29,,,originada de (PL),materia,38066,Matéria (PL),377,2024,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2024/12192/l5838.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2024/38066/pl_377-24.pdf,True,False,,False
registrado,12259,Lei ordinária,5883,2024,2024-10-01,,,originada de (PL),materia,40797,Matéria (PL),618,2024,,norma→matéria,False,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2024/12259/l5883.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2024/40797/pl_618-24.pdf,True,False,,False
inferido,12479,Lei ordinária,5983,2025,2025-01-31,,,modifica (INFERIDO: verbo 'revoga'),norma,12259,Lei ordinária,5883,2024,2024-10-01,fonte→alvo,True,False,ESCOPO,analise,ESCOPO,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2025/12479/lei_5.983.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2024/12259/l5883.pdf,True,True,citação na ementa; vínculo NÃO registrado no SAPL,False
registrado,12479,Lei ordinária,5983,2025,2025-01-31,,,originada de (PL),materia,42832,Matéria (PL),680,2024,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2025/12479/lei_5.983.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2024/42832/pl_680-24.pdf,True,False,,False
registrado,12792,Lei Complementar,1287,2025,2025-06-24,,,originada de (PL),materia,47663,Matéria (PL),134,2025,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2025/12792/lc1287.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2025/47663/plc_134-25.pdf,True,False,,False
