origem,fonte_sapl,fonte_tipo,fonte_num,fonte_ano,fonte_data,tipo_cod,tipo_sigla,relacao,alvo_kind,alvo_sapl,alvo_tipo,alvo_num,alvo_ano,alvo_data,sentido,fonte_na_selecao,alvo_na_selecao,fonte_escopo,fonte_janela,alvo_escopo,alvo_janela,fonte_pdf_url,alvo_pdf_url,fonte_texto_ok,alvo_texto_ok,normalizacao,revisar
registrado,7422,Lei ordinária,3769,2016,2016-03-21,,,originada de (PL),materia,9946,Matéria (PL),319,2016,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2016/7422/7422_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2016/9946/9946_texto_integral.pdf,False,False,,False
registrado,7442,Lei ordinária,3773,2016,2016-03-31,,,originada de (PL),materia,9014,Matéria (PL),203,2015,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2016/7442/7442_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2015/9014/9014_texto_integral.pdf,True,False,,False
registrado,7568,Lei Complementar,891,2016,2016-07-04,1,,Altera,norma,5584,Lei Complementar,647,2011,2011-12-20,fonte→alvo,True,False,ESCOPO,analise,REVISAR,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2016/7568/7568_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2011/5584/5584_texto_integral.pdf,True,False,,False
registrado,7568,Lei Complementar,891,2016,2016-07-04,1,,Altera,norma,7145,Lei Complementar,827,2015,2015-07-15,fonte→alvo,True,False,ESCOPO,analise,SEM_SINAL,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2016/7568/7568_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2015/7145/7145_texto_integral.pdf,True,False,,False
registrado,7568,Lei Complementar,891,2016,2016-07-04,,,originada de (PL),materia,10815,Matéria (PL),100,2016,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2016/7568/7568_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2016/10815/10815_texto_integral.pdf,True,False,,False
registrado,7580,Lei Complementar,892,2016,2016-07-04,1,,Altera,norma,366,Lei Complementar,233,2000,2000-06-06,fonte→alvo,True,False,ESCOPO,analise,ESCOPO,contexto,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2016/7580/7580_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2000/366/366_texto_integral.pdf,True,True,,False
registrado,7580,Lei Complementar,892,2016,2016-07-04,,,originada de (PL),materia,10816,Matéria (PL),101,2016,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2016/7580/7580_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2016/10816/10816_texto_integral.pdf,True,False,,False
registrado,7659,Resolução,353,2016,2016-09-06,,,originada de (PL),materia,9952,Matéria (PL),50,2016,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2016/7659/7659_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2016/9952/9952_texto_integral.pdf,True,False,,False
registrado,7686,Lei ordinária,3918,2016,2016-10-14,,,originada de (PL),materia,10333,Matéria (PL),352,2016,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2016/7686/7686_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2016/10333/10333_texto_integral.pdf,True,False,,False
registrado,7693,Lei ordinária,3925,2016,2016-10-17,,,originada de (PL),materia,11678,Matéria (PL),490,2016,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2016/7693/7693_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2016/11678/11678_texto_integral.pdf,True,False,,False
registrado,7718,Lei Complementar,904,2016,2016-11-03,,,originada de (PL),materia,10456,Matéria (PL),81,2016,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2016/7718/7718_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2016/10456/10456_texto_integral.pdf,True,False,,False
registrado,7741,Lei ordinária,3935,2016,2016-11-28,,,originada de (PL),materia,10270,Matéria (PL),345,2016,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2016/7741/7741_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2016/10270/10270_texto_integral.pdf,True,False,,False
registrado,7755,Lei ordinária,3945,2016,2016-12-12,,,originada de (PL),materia,12096,Matéria (PL),527,2016,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2016/7755/7755_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2016/12096/12096_texto_integral.pdf,True,False,,False
registrado,7758,Lei ordinária,3943,2016,2016-12-12,,,originada de (PL),materia,12098,Matéria (PL),528,2016,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2016/7758/7758_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2016/12098/12098_texto_integral.pdf,True,False,,False
registrado,7759,Lei ordinária,3941,2016,2016-12-12,1,,Altera,norma,7303,Lei ordinária,3686,2015,2015-12-08,fonte→alvo,True,True,ESCOPO,analise,ESCOPO,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2016/7759/7759_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2015/7303/7303_texto_integral.pdf,False,False,,False
registrado,7759,Lei ordinária,3941,2016,2016-12-12,,,originada de (PL),materia,12092,Matéria (PL),522,2016,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2016/7759/7759_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2016/12092/12092_texto_integral.pdf,False,False,,False
registrado,7761,Lei Complementar,918,2016,2016-12-19,1,,Altera,norma,5479,Lei Complementar,633,2011,2011-09-13,fonte→alvo,False,True,SEM_SINAL,analise,ESCOPO,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2016/7761/7761_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2011/5479/5479_texto_integral.pdf,True,True,,False
registrado,7761,Lei Complementar,918,2016,2016-12-19,,,originada de (PL),materia,11705,Matéria (PL),117,2016,,norma→matéria,False,,SEM_SINAL,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2016/7761/7761_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2016/11705/11705_texto_integral.pdf,True,False,,False
registrado,7914,Lei ordinária,4044,2017,2017-04-24,1,,Altera,norma,7693,Lei ordinária,3925,2016,2016-10-17,fonte→alvo,True,True,ESCOPO,analise,ESCOPO,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2017/7914/7914_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2016/7693/7693_texto_integral.pdf,True,True,,False
registrado,7914,Lei ordinária,4044,2017,2017-04-24,,,originada de (PL),materia,12239,Matéria (PL),563,2017,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2017/7914/7914_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2017/12239/12239_texto_integral.pdf,True,False,,False
registrado,8053,Lei ordinária,4131,2017,2017-09-14,1,,Altera,norma,7303,Lei ordinária,3686,2015,2015-12-08,fonte→alvo,True,True,ESCOPO,analise,ESCOPO,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2017/8053/8053_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2015/7303/7303_texto_integral.pdf,True,False,,False
registrado,8053,Lei ordinária,4131,2017,2017-09-14,,,originada de (PL),materia,13119,Matéria (PL),677,2017,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2017/8053/8053_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2017/13119/13119_texto_integral.pdf,True,False,,False
registrado,8137,Lei ordinária,4141,2017,2017-09-21,,,originada de (PL),materia,12891,Matéria (PL),645,2017,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2017/8137/8137_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2017/12891/12891_texto_integral.pdf,True,False,,False
registrado,8222,Lei ordinária,4223,2017,2017-12-18,1,,Altera,norma,3868,Lei ordinária,1841,2007,2007-12-28,fonte→alvo,True,False,ESCOPO,analise,ESCOPO,contexto,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2017/8222/8222_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2007/3868/3868_texto_integral.pdf,True,True,,False
registrado,8222,Lei ordinária,4223,2017,2017-12-18,,,originada de (PL),materia,14590,Matéria (PL),855,2017,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2017/8222/8222_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2017/14590/14590_texto_integral.pdf,True,False,,False
registrado,8238,Lei ordinária,4228,2017,2017-12-21,,,originada de (PL),materia,14127,Matéria (PL),791,2017,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2017/8238/8238_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2017/14127/14127_texto_integral.pdf,True,False,,False
registrado,8262,Decreto Legislativo,790,2018,2018-03-28,,,originada de (PL),materia,15370,Matéria (PL),242,2018,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8262/8262_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2018/15370/15370_texto_integral.pdf,True,False,,False
registrado,8263,Decreto Legislativo,791,2018,2018-03-28,,,originada de (PL),materia,15371,Matéria (PL),243,2018,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8263/8263_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2018/15371/15371_texto_integral.pdf,True,False,,False
registrado,8264,Decreto Legislativo,792,2018,2018-03-28,,,originada de (PL),materia,15372,Matéria (PL),244,2018,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8264/8264_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2018/15372/15372_texto_integral.pdf,True,False,,False
registrado,8265,Decreto Legislativo,793,2018,2018-03-28,,,originada de (PL),materia,15373,Matéria (PL),245,2018,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8265/8265_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2018/15373/15373_texto_integral.pdf,True,False,,False
registrado,8266,Decreto Legislativo,794,2018,2018-03-28,,,originada de (PL),materia,15374,Matéria (PL),246,2018,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8266/8266_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2018/15374/15374_texto_integral.pdf,True,False,,False
registrado,8267,Decreto Legislativo,795,2018,2018-03-28,,,originada de (PL),materia,15375,Matéria (PL),247,2018,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8267/8267_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2018/15375/15375_texto_integral.pdf,True,False,,False
registrado,8268,Decreto Legislativo,796,2018,2018-03-28,,,originada de (PL),materia,15376,Matéria (PL),248,2018,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8268/8268_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2018/15376/15376_texto_integral.pdf,True,False,,False
registrado,8269,Decreto Legislativo,797,2018,2018-03-28,,,originada de (PL),materia,15377,Matéria (PL),249,2018,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8269/8269_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2018/15377/15377_texto_integral.pdf,True,False,,False
registrado,8270,Decreto Legislativo,798,2018,2018-03-28,,,originada de (PL),materia,15378,Matéria (PL),250,2018,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8270/8270_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2018/15378/15378_texto_integral.pdf,True,False,,False
registrado,8271,Decreto Legislativo,799,2018,2018-03-28,,,originada de (PL),materia,15379,Matéria (PL),251,2018,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8271/8271_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2018/15379/15379_texto_integral.pdf,True,False,,False
registrado,8272,Decreto Legislativo,800,2018,2018-03-28,,,originada de (PL),materia,15380,Matéria (PL),252,2018,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8272/8272_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2018/15380/15380_texto_integral.pdf,True,False,,False
registrado,8294,Lei ordinária,4247,2018,2018-04-05,,,originada de (PL),materia,14141,Matéria (PL),800,2017,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8294/8294_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2017/14141/14141_texto_integral.pdf,True,False,,False
registrado,8291,Decreto Legislativo,804,2018,2018-04-06,,,originada de (PL),materia,15424,Matéria (PL),255,2018,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8291/8291_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2018/15424/15424_texto_integral.pdf,True,False,,False
registrado,8310,Decreto Legislativo,818,2018,2018-04-12,,,originada de (PL),materia,15329,Matéria (PL),240,2018,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8310/8310_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2018/15329/15329_texto_integral.pdf,True,False,,False
inferido,8320,Lei Complementar,974,2018,2018-04-16,,,modifica (INFERIDO: verbo 'altera'),norma,5479,Lei Complementar,633,2011,2011-09-13,fonte→alvo,True,True,ESCOPO,analise,ESCOPO,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8320/8320_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2011/5479/5479_texto_integral.pdf,True,True,citação na ementa; vínculo NÃO registrado no SAPL,False
registrado,8320,Lei Complementar,974,2018,2018-04-16,,,originada de (PL),materia,10833,Matéria (PL),102,2016,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8320/8320_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2016/10833/10833_texto_integral.pdf,True,False,,False
registrado,8352,Lei ordinária,4273,2018,2018-05-14,1,,Altera,norma,7741,Lei ordinária,3935,2016,2016-11-28,fonte→alvo,True,True,ESCOPO,analise,ESCOPO,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8352/8352_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2016/7741/7741_texto_integral.pdf,True,True,,False
registrado,8352,Lei ordinária,4273,2018,2018-05-14,,,originada de (PL),materia,15141,Matéria (PL),863,2018,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8352/8352_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2018/15141/15141_texto_integral.pdf,True,False,,False
registrado,8373,Lei ordinária,4283,2018,2018-05-16,1,,Altera,norma,8053,Lei ordinária,4131,2017,2017-09-14,fonte→alvo,True,True,ESCOPO,analise,ESCOPO,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8373/8373_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2017/8053/8053_texto_integral.pdf,True,True,,False
inferido,8373,Lei ordinária,4283,2018,2018-05-16,,,modifica (INFERIDO: verbo 'acrescenta'),norma,7303,Lei ordinária,3686,2015,2015-12-08,fonte→alvo,True,True,ESCOPO,analise,ESCOPO,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8373/8373_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2015/7303/7303_texto_integral.pdf,True,False,citação na ementa; vínculo NÃO registrado no SAPL,False
registrado,8373,Lei ordinária,4283,2018,2018-05-16,,,originada de (PL),materia,15583,Matéria (PL),936,2018,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8373/8373_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2018/15583/15583_texto_integral.pdf,True,False,,False
inferido,8475,Lei Complementar,982,2018,2018-06-29,,,modifica (INFERIDO: verbo 'revoga'),norma,5019,Lei Complementar,581,2010,2010-06-30,fonte→alvo,False,True,SEM_SINAL,analise,ESCOPO,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8475/8475_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2010/5019/5019_texto_integral.pdf,True,True,citação na ementa; vínculo NÃO registrado no SAPL,False
registrado,8475,Lei Complementar,982,2018,2018-06-29,,,originada de (PL),materia,15442,Matéria (PL),205,2018,,norma→matéria,False,,SEM_SINAL,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8475/8475_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2018/15442/15442_texto_integral.pdf,True,False,,False
registrado,8484,Lei ordinária,4324,2018,2018-07-03,1,,Altera,norma,3015,Lei ordinária,1038,2002,2002-01-22,fonte→alvo,True,False,ESCOPO,analise,PROVAVEL,contexto,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8484/8484_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2002/3015/3015_texto_integral.pdf,True,True,,False
registrado,8484,Lei ordinária,4324,2018,2018-07-03,,,originada de (PL),materia,15598,Matéria (PL),931,2018,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8484/8484_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2018/15598/15598_texto_integral.pdf,True,False,,False
registrado,8506,Lei ordinária,4339,2018,2018-07-31,,,originada de (PL),materia,15884,Matéria (PL),991,2018,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8506/8506_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2018/15884/15884_texto_integral.pdf,True,False,,False
registrado,8567,Lei ordinária,4379,2018,2018-09-28,,,originada de (PL),materia,16132,Matéria (PL),1062,2018,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8567/8567_texto_integral.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2018/16132/16132_texto_integral.pdf,True,False,,False
registrado,8586,Lei Complementar,999,2018,2018-10-16,,,originada de (PL),materia,16195,Matéria (PL),242,2018,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8586/lc_999_TULPsqu.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2018/16195/16195_texto_integral.pdf,True,False,,False
inferido,8764,Decreto Legislativo,1034,2018,2018-12-13,,,modifica (INFERIDO: verbo 'suspende'),norma,7741,Lei ordinária,3935,2016,2016-11-28,fonte→alvo,False,True,SEM_SINAL,analise,ESCOPO,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8764/decreto_legislativo_no_1034.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2016/7741/7741_texto_integral.pdf,True,True,citação na ementa; vínculo NÃO registrado no SAPL,False
registrado,8764,Decreto Legislativo,1034,2018,2018-12-13,,,originada de (PL),materia,16540,Matéria (PL),452,2018,,norma→matéria,False,,SEM_SINAL,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2018/8764/decreto_legislativo_no_1034.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2018/16540/pdl_452-2018.pdf,True,False,,False
registrado,8909,Lei ordinária,4513,2019,2019-06-07,,,originada de (PL),materia,16631,Matéria (PL),9,2019,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2019/8909/l4513.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2019/16631/pl_009-19.pdf,True,False,,False
inferido,9000,Lei ordinária,4564,2019,2019-08-23,,,modifica (INFERIDO: verbo 'acrescenta'),norma,7303,Lei ordinária,3686,2015,2015-12-08,fonte→alvo,True,True,ESCOPO,analise,ESCOPO,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2019/9000/l_4564.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2015/7303/7303_texto_integral.pdf,True,False,citação na ementa; vínculo NÃO registrado no SAPL,False
registrado,9000,Lei ordinária,4564,2019,2019-08-23,,,originada de (PL),materia,16924,Matéria (PL),19,2019,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2019/9000/l_4564.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2019/16924/pl._019-19.pdf,True,False,,False
registrado,9119,Lei ordinária,4610,2019,2019-10-15,2,,Revoga integralmente,norma,1413,Lei ordinária,890,2000,2000-04-24,fonte→alvo,True,False,ESCOPO,analise,ESCOPO,contexto,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2019/9119/l_4610.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2000/1413/1413_texto_integral.pdf,True,True,,False
registrado,9119,Lei ordinária,4610,2019,2019-10-15,,,originada de (PL),materia,18242,Matéria (PL),253,2019,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2019/9119/l_4610.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2019/18242/pl_253-19.pdf,True,False,,False
registrado,9120,Lei ordinária,4611,2019,2019-10-15,,,originada de (PL),materia,18241,Matéria (PL),252,2019,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2019/9120/l_4611.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2019/18241/pl_252-19.pdf,True,False,,False
registrado,9152,Lei ordinária,4632,2019,2019-10-31,,,originada de (PL),materia,17489,Matéria (PL),110,2019,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2019/9152/doc00097120191111085703.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2019/17489/pl_110-19_2LZAWii.pdf,True,False,,False
registrado,9174,Lei ordinária,4643,2019,2019-11-07,,,originada de (PL),materia,19042,Matéria (PL),323,2019,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2019/9174/lo_4643.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2019/19042/pl_323-19_-_msg_226.pdf,True,False,,False
registrado,9209,Lei ordinária,4664,2019,2019-11-28,1,,Altera,norma,7755,Lei ordinária,3945,2016,2016-12-12,fonte→alvo,True,True,ESCOPO,analise,ESCOPO,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2019/9209/l_4664.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2016/7755/7755_texto_integral.pdf,True,True,,False
registrado,9209,Lei ordinária,4664,2019,2019-11-28,,,originada de (PL),materia,18243,Matéria (PL),254,2019,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2019/9209/l_4664.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2019/18243/pl_254-19.pdf,True,False,,False
registrado,9215,Lei ordinária,4670,2019,2019-12-06,,,originada de (PL),materia,18730,Matéria (PL),285,2019,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2019/9215/l_4670.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2019/18730/pl_285-19.pdf,True,False,,False
registrado,9301,Lei ordinária,4725,2020,2020-04-06,,,originada de (PL),materia,18461,Matéria (PL),269,2019,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2020/9301/l4725.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2019/18461/pl_269-19_SemuMMg.pdf,True,False,,False
registrado,9466,Lei ordinária,4844,2020,2020-09-01,1,,Altera,norma,5399,Lei ordinária,2508,2011,2011-07-06,fonte→alvo,True,True,ESCOPO,analise,ESCOPO,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2020/9466/l4844.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2011/5399/5399_texto_integral.pdf,True,True,,False
registrado,9466,Lei ordinária,4844,2020,2020-09-01,,,originada de (PL),materia,19289,Matéria (PL),361,2019,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2020/9466/l4844.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2019/19289/pl_361.pdf,True,False,,False
registrado,9530,Lei ordinária,4887,2020,2020-11-24,1,,Altera,norma,7303,Lei ordinária,3686,2015,2015-12-08,fonte→alvo,True,True,ESCOPO,analise,ESCOPO,analise,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2020/9530/l_4887.pdf,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2015/7303/7303_texto_integral.pdf,True,False,,False
registrado,9530,Lei ordinária,4887,2020,2020-11-24,,,originada de (PL),materia,21461,Matéria (PL),772,2020,,norma→matéria,True,,ESCOPO,analise,,,http://sapl.al.ro.leg.br/media/sapl/public/normajuridica/2020/9530/l_4887.pdf,http://sapl.al.ro.leg.br/media/sapl/public/materialegislativa/2020/21461/pl_772.pdf,True,False,,False
