sapl_id
13405
12479
12580
12792
12891
13307
13397
12004
12192
12259
11263
11508
11510
11607
11637
11664
11891
10363
10377
10470
10545
10919
10960
11199
11221
9726
9854
9855
9856
10075
10268
9301
9466
9530
8909
9000
9119
9120
9152
9174
9209
9215
8262
8263
8264
8265
8266
8267
8268
8269
8270
8271
8272
8291
8294
8310
8320
8352
8373
8484
8506
8567
8586
7914
8053
8137
8222
8238
7422
7442
7568
7580
7659
7686
7693
7718
7741
7755
7758
7759
7092
7137
7173
7234
7250
7252
7291
7303
6639
6640
6870
6071
6149
6181
6451
6481
6545
5711
5999
5167
5229
5387
5399
5424
5479
5485
5496
5019
5039
5040
5041
5042
5043
5044
